NEODEN,YY1,P&P FILE,,,,,,,,,,,
,,,,,,,,,,,,,
PanelizedPCB,UnitLength,0,UnitWidth,0,Rows,1,Columns,1,
,,,,,,,,,,,,,
Fiducial,1-X,110.18,1-Y,201.60,OverallOffsetX,0,OverallOffsetY,0,
,,,,,,,,,,,,,
NozzleChange,ON,BeforeComponent,481,Head2,Drop,Station1,PickUp,Station2,
NozzleChange,ON,BeforeComponent,625,Head2,Drop,Station2,PickUp,Station3,
NozzleChange,ON,BeforeComponent,646,Head2,Drop,Station3,PickUp,Station1,
NozzleChange,OFF,BeforeComponent,1,Head1,Drop,Station1,PickUp,Station1,
,,,,,,,,,,,,,
Designator,Comment,Footprint,Mid X(mm),Mid Y(mm) ,Rotation,Head ,FeederNo,Mount Speed(%),Pick Height(mm),Place Height(mm),Mode,Skip
R276,75R,CN140-2010,46.40,166.90,0.00,2,18,100,0.0,0.7,3,0
R71,10k,CN065-0805,134.20,27.25,0.00,1,16,100,0.0,0.7,3,0
R277,75R,CN140-2010,46.40,171.00,0.00,2,18,100,0.0,0.7,3,0
R177,75R,CN140-2010,15.95,185.85,90.00,2,18,100,0.0,0.7,3,0
R178,75R,CN140-2010,20.15,185.85,90.00,2,18,100,0.0,0.7,3,0
R179,75R,CN140-2010,24.25,185.85,90.00,2,18,100,0.0,0.7,3,0
R180,75R,CN140-2010,28.35,185.85,90.00,2,18,100,0.0,0.7,3,0
R181,75R,CN140-2010,32.45,185.85,90.00,2,18,100,0.0,0.7,3,0
R182,75R,CN140-2010,36.55,185.85,90.00,2,18,100,0.0,0.7,3,0
R233,75R,CN140-2010,73.41,96.83,0.00,2,18,100,0.0,0.7,3,0
U2,LT1487,CN220-SOIC,65.00,256.25,0.00,2,46,70,0.0,1.6,4,0
U3,LT1487,CN220-SOIC,57.25,256.25,0.00,2,46,70,0.0,1.6,4,0
D18,HVDIODE,CN220-D_SM,154.25,59.25,-90.00,2,22,70,0.0,2.2,4,0
U9,H11D1SR2VM,CN220-SMDI,127.00,37.00,0.00,2,53,70,3.4,4.1,4,0
U5,MOC3023M(B,CN220-SMDI,152.00,116.25,-90.00,2,54,70,2.3,3.5,4,0
U6,SFH620A-2X,CN220-SMDI,139.00,75.25,180.00,2,55,70,3.0,4.2,4,0
U7,SFH620A-2X,CN220-SMDI,142.00,61.75,-90.00,2,55,70,3.0,4.2,4,0
C20,220u,CN220-10x1,116.00,93.50,0.00,2,56,70,6.8,7.7,4,0
C28,220u,CN220-10x1,122.25,76.25,90.00,2,56,70,6.8,7.7,4,0
C27,220u,CN220-10x1,51.75,40.75,0.00,2,56,70,6.8,7.7,4,0
T1,isoTrans,CN220-Tran,17.74,27.70,0.00,2,57,50,4.4,5.7,4,0
T2,isoTrans,CN220-Tran,15.65,320.75,0.00,2,57,50,4.4,5.7,4,0
T3,isoTrans,CN220-Tran,15.31,100.78,0.00,2,57,50,4.4,5.7,4,0
L1,4.7uH,CN220-L_TD,125.75,49.05,0.00,2,60,70,3.2,4.3,4,0
D6,TRIAC,CN220-D2PA,150.00,90.00,0.00,2,58,50,3.4,4.6,4,0
U10,LTC6820,CN220-MSOP,97.28,233.52,0.00,2,47,50,0.0,1.1,3,0
U11,LTC6804-2,CN220-MSOP,137.33,333.62,0.00,2,59,50,3.6,2.0,4,0
U12,LTC6804-2,CN220-MSOP,33.69,305.48,90.00,2,59,50,3.6,2.0,4,0
U13,LTC6804-2,CN220-MSOP,25.93,215.91,0.00,2,59,50,3.6,2.0,4,0
U14,LTC6804-2,CN220-MSOP,17.72,47.96,180.00,2,59,50,3.6,2.0,4,0
U15,LTC6804-2,CN220-MSOP,35.16,108.78,180.00,2,59,50,3.6,2.0,4,0
C179,DNP,CN065-0805,102.25,82.50,0.00,0,1,100,0.0,1.5,3,1
C181,DNP,CN065-0805,103.00,74.50,0.00,0,1,100,0.0,1.3,3,1
C186,DNP,CN140-1210,107.00,86.75,0.00,2,3,100,0.0,2.6,1,1
R362,100k,CN065-0805,93.00,77.50,90.00,1,2,100,0.0,0.7,3,1
C170,DNP,CN065-0805,103.75,233.50,90.00,1,1,100,0.0,0.0,3,1
C173,DNP,CN065-0805,120.50,349.50,90.00,1,1,100,0.0,0.0,3,1
C174,DNP,CN065-0805,24.00,315.25,90.00,1,1,100,0.0,0.0,3,1
C175,DNP,CN065-0805,14.75,205.75,0.00,1,1,100,0.0,0.0,3,1
C177,DNP,CN065-0805,24.00,96.25,0.00,1,1,100,0.0,0.0,3,1
C184,DNP,CN140-1210,107.00,83.00,0.00,2,3,100,0.0,2.6,1,1
C185,DNP,CN140-1210,107.00,90.75,0.00,2,3,100,0.0,2.6,1,1
R331,DNP,CN065-0805,90.75,75.00,90.00,1,2,100,0.0,0.7,3,1
R363,DNP,CN065-0805,95.25,77.50,90.00,1,16,100,0.0,0.7,3,1
C32,DNP,CN140-1210,101.75,85.75,0.00,2,1,100,0.0,2.6,3,1
R360,DNP,CN065-0805,98.25,74.25,0.00,0,15,100,0.0,0.7,3,1
R351,DNP,CN065-0805,94.50,74.25,0.00,0,15,100,0.0,0.7,3,1
R10,DNP,CN065-0805,28.50,47.50,90.00,1,1,100,0.0,0.0,3,1
R11,DNP,CN065-0805,43.75,104.50,0.00,1,1,100,0.0,0.0,3,1
R328,DNP,CN065-0805,63.50,247.00,90.00,1,1,100,0.0,0.0,3,1
R329,DNP,CN065-0805,58.00,243.00,90.00,1,1,100,0.0,0.0,3,1
R338,DNP,CN065-0805,118.00,349.50,90.00,1,1,100,0.0,0.0,3,1
R345,DNP,CN065-0805,24.00,319.25,90.00,1,1,100,0.0,0.0,3,1
R348,DNP,CN065-0805,14.66,208.25,0.00,1,1,100,0.0,0.0,3,1
C182,100n,CN065-0805,98.25,76.75,0.00,2,13,100,0.0,1.3,3,1
R357,DNP,CN065-0805,24.00,99.00,0.00,1,1,100,0.0,0.0,3,1
R358,DNP,CN065-0805,69.00,247.75,0.00,1,1,100,0.0,0.0,3,1
R364,DNP,CN065-0805,45.00,254.25,90.00,1,1,100,0.0,0.0,3,1
R40,DNP,CN065-0805,65.75,247.00,90.00,1,1,100,0.0,0.0,3,1
R41,DNP,CN065-0805,58.00,247.00,90.00,1,1,100,0.0,0.0,3,1
R7,DNP,CN065-0805,126.25,341.00,90.00,1,1,100,0.0,0.0,3,1
R8,DNP,CN065-0805,27.50,294.50,0.00,1,1,100,0.0,0.0,3,1
R9,DNP,CN065-0805,16.50,219.75,0.00,1,1,100,0.0,0.0,3,1
R76,DNP(0),CN065-0805,121.00,100.25,0.00,1,1,100,0.0,0.0,3,1
U16,DNP-AP6230,CN065-TSOT,102.25,78.50,-90.00,1,1,100,0.0,0.0,3,1
L4,DNP-15u,CN220-Indu,108.50,77.50,0.00,1,1,100,0.0,0.0,3,1
HS1,DNP-Heatsi,CN220-Heat,151.25,89.75,-90.00,1,1,30,0.0,0.0,2,1
SW2,DNP-SW_DIP,CN140-SW_D,123.75,213.00,-90.00,1,1,100,0.0,0.0,3,1
